1.0,-18.4368,-20.4393,270.999,265.365,-3.85,31.1282,8.99566,0.0,0.0,0.32,-11756.15
4.0,11.1832,19.0993,310.508,301.43,18.7,100.014,100.014,2289.7,100.0,80.69,440098.46
